code,name,source,category,section,page_pdf,air_g,energy_kcal,protein_g,fat_g,carb_g,fiber_g,ash_g,calcium_mg,phosphorus_mg,iron_mg,sodium_mg,potassium_mg,copper_mg,zinc_mg,retinol_mcg,beta_carotene_mcg,carotene_total_mcg,thiamin_mg,riboflavin_mg,niacin_mg,vitamin_c_mg,bdd_percent
GR013,"Clown featherback fish (belida), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,63,79.2,80,14.7,1.4,2.2,0.0,2.3,303.0,315.0,1.3,41.0,356.0,0.0,0.8,,0.0,,1.2,0.14,1.4,,
GR014,"Beunteur (Barbodes) fish, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,63,70.0,109,17.0,4.0,0.0,0.0,9.0,500.0,500.0,1.0,109.0,323.5,0.6,1.3,45.0,,,0.05,0.1,2.6,0.0,
GR015,"Giant gourami (biawan), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,63,79.1,90,14.9,2.5,2.1,0.0,1.4,125.0,265.0,1.0,35.0,207.0,0.4,0.6,,,,0.36,0.03,2.9,,
GR016,"Bili anchovy fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,63,68.3,88,14.2,0.7,6.2,0.0,10.6,27.0,1760.0,1.5,217.0,202.0,0.0,4.1,,0.0,,0.72,0.09,2.7,,
GR017,"Giant trevally (bubara), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,63,75.5,100,14.7,2.4,4.9,,1.6,90.0,90.0,0.4,390.0,390.0,0.7,0.8,,,,,,,,
GR018,"Tarpon (bulan-bulan) fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,63,66.7,134,25.5,1.3,5.0,,1.5,29.0,29.0,0.5,197.0,489.0,0.1,0.5,,,,0.3,0.02,0.8,,
GR019,"Skipjack tuna, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,63,73.0,107,19.6,0.7,5.5,0.0,1.2,23.0,242.0,2.9,66.0,239.0,0.2,0.6,386.0,0.0,,0.17,0.05,21.7,0.0,
GR020,"Skipjack tuna liver, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,63,73.4,120,11.3,3.9,10.0,,1.4,30.0,30.0,0.9,420.0,280.0,1.6,4.3,,,,,,0.2,,
GR022,"Skipjack tuna belly, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,79.1,86,10.2,1.1,8.7,,0.9,20.0,110.0,2.1,230.0,210.0,0.3,9.3,,,,0.24,,0.3,,
GR023,"Leaf fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,78.6,101,11.5,4.1,4.6,0.0,1.2,80.0,210.0,0.8,120.0,270.0,0.1,0.9,0.0,,,0.08,0.07,0.1,0.0,
GR024,"Yellowtail fusilier fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,74.1,108,22.3,1.2,2.1,0.0,0.3,30.0,220.0,0.5,50.0,230.0,0.1,0.6,40.0,29.0,,0.0,0.1,0.2,,
GR025,"Snakehead fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,79.6,80,16.2,0.5,2.6,0.0,1.1,170.0,139.0,0.1,65.0,254.0,0.3,0.4,335.0,,,0.4,0.2,0.1,,
GR026,"Heu fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,75.6,81,10.0,1.6,6.6,,6.2,1910.0,990.0,2.1,240.0,210.0,0.1,2.7,,,,0.87,,0.2,,
GR027,"Black fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,78.2,101,10.3,3.7,6.7,0.0,1.1,50.0,140.0,0.4,70.0,210.0,,0.4,67.0,,,0.0,0.1,0.1,,
GR028,"Shark, fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,85.7,57,10.7,0.3,2.2,0.0,1.1,75.0,206.0,2.0,,,0.02,,,,0.0,0.05,,,0.0,
GR029,"Kacangan fish, fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,80.7,77,15.6,0.9,1.6,0.0,1.2,94.0,170.0,1.7,,,,,18.0,,0.0,0.07,,,0.0,
GR030,"Snapper fish, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,77.0,92,20.0,0.7,0.0,0.0,2.3,20.0,200.0,1.0,,,,,9.0,,,0.05,,,0.0,
GR031,"Parrotfish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,79.7,82,11.4,1.2,6.4,,1.3,20.0,160.0,0.4,90.0,300.0,0.1,0.3,18.0,,,,,0.2,,
GR032,"Kalaban fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,80.3,77,16.4,0.7,1.3,0.0,1.3,182.0,248.0,0.9,40.0,334.0,0.7,0.8,,,,0.16,0.15,1.9,,
GR033,"Red snapper (kakap merah), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,78.5,86,19.7,0.8,0.0,0.0,1.3,50.0,170.0,0.3,90.0,290.0,0.3,0.1,26.0,,,,0.08,0.1,,
GR034,"Kapar fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,74.2,132,17.0,6.7,0.8,0.0,1.3,151.0,272.0,1.2,78.0,229.0,0.9,0.7,,,,0.07,0.03,,,
GR035,"Kawalinya fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,76.1,110,12.6,4.2,5.4,,1.7,80.0,300.0,1.5,340.0,300.0,0.2,1.4,146.0,,,,,0.2,,
GR036,"Keru-keru fish, fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,77.2,93,16.5,2.1,0.8,0.0,3.4,65.0,217.0,2.4,137.0,255.3,0.34,0.7,0.0,,0.0,0.01,0.09,1.6,0.0,55.0
GR037,"Giant clam (tridacna), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,82.1,70,10.8,0.7,5.2,,1.2,53.0,72.0,2.0,342.0,101.0,0.5,0.5,401.0,,,0.22,0.05,5.8,,
GR038,"Lais catfish, fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,65.0,161,11.9,11.5,2.4,0.0,9.2,70.0,237.0,0.0,,,,,0.0,,0.0,0.05,,,0.0,62.0
GR039,"Indian scad (layang) fish, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,74.0,109,22.0,1.7,0.0,0.0,2.3,50.0,150.0,2.0,,,,,45.0,0.0,,0.05,,,0.0,80.0
GR040,"Ribbonfish (hairtail), fresh",KZGPI-1990 PANGAN,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,64,80.1,82,18.0,1.0,0.4,0.0,0.5,48.0,229.0,2.2,,,,,4.0,,0.0,0.04,,,0.0,49.0
GR042,"Bali sardinella (lemuru), fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,76.0,112,20.0,3.0,0.0,0.0,1.0,20.0,100.0,1.0,,,,,30.0,0.0,,0.05,,,0.0,80.0
GR043,"Tongue sole (lidah) fish, fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,78.3,104,15.6,3.2,2.0,0.0,0.9,30.0,143.0,2.0,,,,,33.0,,0.0,0.03,,,0.0,
GR044,"Malalugis (blue-spined unicornfish), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,75.6,99,20.6,1.4,0.9,,1.5,164.0,330.0,0.5,76.0,282.0,0.2,0.9,661.0,,,0.3,0.02,0.5,,
GR045,"Red mamar fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,75.0,115,15.3,4.0,4.4,0.0,1.3,60.0,190.0,1.6,120.0,240.0,0.2,1.0,,,,0.2,0.1,0.1,,
GR046,"Common carp, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,80.0,86,16.0,2.0,0.0,0.0,2.0,20.0,150.0,2.0,65.0,276.7,0.1,1.1,45.0,8.0,,0.05,0.1,2.6,0.0,80.0
GR047,"Mayong (queenfish), fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,78.2,97,17.9,2.0,0.4,0.0,1.5,40.0,100.0,2.5,,,,,21.0,,0.0,0.1,,,0.0,89.0
GR048,"Tilapia (mujair), fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,79.7,89,18.7,1.0,0.0,0.0,1.1,96.0,209.0,1.5,51.0,265.8,0.0,0.2,6.0,3.0,5.0,0.03,0.1,2.0,0.0,80.0
GR049,"Nasu metti fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,65.3,154,16.8,5.0,10.5,,2.4,80.0,244.0,1.6,421.0,488.0,0.2,1.2,,,,0.47,0.15,9.6,,
GR050,"Indian mackerel (kembung), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,71.4,125,21.3,3.4,2.2,,1.7,136.0,69.0,0.8,214.0,245.0,0.2,1.1,,,,0.26,0.03,0.2,,80.0
GR051,"Paling fish, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,58.0,303,14.0,27.0,0.0,0.0,1.0,20.0,200.0,1.0,43.0,,,,485.0,0.0,,0.1,,,2.0,100.0
GR052,"Climbing perch (betok), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,75.0,120,14.3,4.9,4.6,0.0,1.2,329.0,436.0,1.5,240.0,169.0,0.8,1.1,,0.0,,0.0,0.05,3.1,,
GR053,"Pangasius catfish (patin), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,74.4,132,17.0,6.6,1.1,0.0,0.9,31.0,173.0,1.6,77.0,346.0,0.7,0.8,,7.0,,0.2,0.03,1.7,,
GR054,"Pomo fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,68.3,147,22.5,5.2,2.6,,1.4,80.0,230.0,1.3,,380.0,0.2,0.7,89.0,,,,,,,
GR055,"Puntin fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,81.1,76,14.4,1.1,2.2,,1.2,28.0,166.0,0.0,,325.0,0.1,0.6,,,,0.31,0.11,,,
GR056,"Saluang (rasbora) fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,74.8,113,13.9,4.9,3.4,0.0,3.0,642.0,646.0,1.9,51.0,182.0,0.8,3.6,,,,0.21,0.02,1.8,,89.0
GR057,"Sardine, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,72.7,109,19.9,1.8,3.4,0.0,2.2,95.0,597.0,1.3,266.0,227.0,0.3,2.0,195.0,0.0,,0.26,0.03,4.4,,
GR058,"Bigeye scad (selar) fish, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,75.4,100,18.8,2.2,0.0,0.0,3.6,40.0,179.0,0.5,43.0,392.6,0.1,0.3,45.0,0.0,,0.37,0.2,3.4,0.0,48.0
GR059,"Three-spot gourami (sepat) fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,78.8,84,15.2,0.6,4.7,0.0,0.8,68.0,171.0,2.1,211.0,198.0,0.7,0.6,,0.0,,0.16,0.03,1.9,,75.0
GR060,"Tropical eel (sidat), fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,71.3,81,11.4,1.9,3.8,0.0,11.6,118.0,174.0,3.0,46.0,245.9,0.0,1.5,15.0,0.0,0.0,0.0,0.4,3.2,0.0,100.0
GR061,"Grouper fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,65,75.5,111,13.3,3.4,6.7,,1.1,86.0,174.0,1.2,91.0,197.0,0.0,0.6,309.0,,,1.03,0.1,0.2,,70.0
GR063,"Tarmon fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,76.7,96,19.5,1.1,2.0,0.0,0.8,9.0,129.0,0.3,43.0,154.0,0.1,0.5,,,,0.15,0.02,1.7,,
GR064,"Telan fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,75.3,95,15.8,0.7,6.5,0.0,1.7,503.0,354.0,0.2,58.0,294.0,1.6,1.2,,,,0.18,0.02,1.9,,
GR065,"Goldstripe sardinella (tembang), fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,65.0,204,16.0,15.0,0.0,0.0,4.0,20.0,200.0,2.0,341.0,291.0,0.4,2.6,30.0,0.0,,0.05,0.0,5.6,0.0,80.0
GR066,"Tempahas fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,78.9,101,15.1,4.1,1.0,0.0,0.9,32.0,163.0,0.0,50.0,320.0,0.7,0.6,,,,0.02,0.05,1.5,,
GR067,"Flying fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,76.1,98,19.6,1.7,1.0,0.0,1.6,90.0,190.0,0.6,90.0,320.0,0.1,0.5,39.0,0.0,,0.0,0.1,0.1,,
GR068,"Anchovy, fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,80.0,74,10.3,1.4,4.1,0.0,4.2,972.0,253.0,3.9,554.0,126.1,305.2,0.2,13.0,0.0,28.0,0.24,0.1,1.9,0.0,100.0
GR069,"Titang fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,78.8,82,17.4,0.4,2.3,0.0,1.1,145.0,130.0,1.8,110.0,275.0,0.1,0.8,581.0,,,0.64,0.03,1.5,,
GR070,"Eastern little tuna (tongkol), fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,74.7,100,13.7,1.5,8.0,0.0,2.1,92.0,606.0,1.7,202.0,227.0,0.2,1.6,181.0,0.0,,0.35,0.03,6.6,,100.0
GR071,"Turi fish, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,76.9,96,19.2,2.0,0.2,,2.1,340.0,340.0,0.8,370.0,300.0,0.1,2.0,26.0,,,,,,,
GR072,"Freshwater snail, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,81.0,64,12.0,1.0,2.0,0.0,4.0,217.0,78.0,1.7,231.0,,0.37,0.1,0.0,244.0,,,,,,46.0
GR073,"Crab, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,68.1,151,13.8,3.8,14.1,0.0,0.2,210.0,250.0,1.1,,,,,61.0,,,0.05,,,0.0,45.0
GR074,"Shellfish (cockle or clam), fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,78.2,101,14.4,2.6,3.9,0.0,0.9,321.0,270.0,15.6,,,,,0.0,,0.0,0.01,,,0.0,100.0
GR075,"Frog, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,81.9,73,16.4,0.3,0.0,0.0,1.4,18.0,147.0,1.1,,,,,0.0,,,0.14,,,0.0,65.0
GR076,"Turtle, fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,80.0,83,19.1,0.2,0.0,0.0,0.7,27.0,87.0,0.7,,,,,0.0,,,0.2,,,0.0,70.0
GR077,"Kuro (threadfin) fish, fresh",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,79.9,87,16.0,2.2,1.0,0.0,0.9,75.0,136.0,1.0,,,,,6.0,,0.0,0.04,,,0.0,52.0
GR078,"Lokan clam, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,80.9,217,11.0,1.7,5.1,,1.3,20.0,390.0,10.9,3.0,7.0,0.2,2.7,,,,0.45,0.07,,,
GR079,"Swimming crab, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,80.2,76,12.1,2.0,2.4,0.0,2.7,721.0,214.0,2.2,69.0,192.0,1.7,2.9,599.0,40.0,,0.2,0.25,0.2,,
GR080,"Small shrimp (rebon), fresh",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,79.0,81,16.2,1.2,0.7,0.0,2.9,757.0,292.0,2.2,169.0,202.9,0.7,1.2,18.0,0.0,,0.04,0.1,2.4,0.0,100.0
GR081,Fermented fish relish (rusip),KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,58.5,110,11.5,2.0,11.7,0.0,16.3,479.0,348.0,7.1,,,,,0.0,,0.0,0.04,,,0.0,100.0
GR082,"Giant river prawn, fresh",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,79.0,81,16.5,0.3,3.0,0.0,1.2,87.0,167.0,0.7,95.0,132.0,0.7,1.2,,3.0,,0.24,0.03,2.9,,68.0
GR083,"Large shrimp or prawn, fresh",KZGMI-2001 PANGAN,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",single,66,85.5,56,11.4,0.6,1.2,0.0,1.3,30.0,20.0,0.3,190.0,210.0,0.4,0.8,,0.0,,0.14,0.0,0.1,,68.0
GP001,"Snail (bekicot) jerky, raw",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,6.7,441,48.7,20.3,15.8,0.0,8.4,692.0,523.0,16.6,,,,,6.0,,1408.0,0.56,,,69.0,100.0
GP002,"Freshwater eel, fried",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,11.2,417,25.9,19.4,32.0,0.0,11.5,840.0,872.0,4.9,71.0,217.7,0.3,1.8,0.0,,0.0,0.0,0.2,10.5,0.0,
GP003,"Squid, fried",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,54.2,265,40.6,10.1,0.0,0.0,3.1,62.0,270.0,2.7,86.0,81.9,,,0.0,56.0,0.0,0.09,0.0,6.3,0.0,
GP004,"Salted fish, dried",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,40.0,193,42.0,1.5,0.0,0.0,16.5,200.0,300.0,0.0,,,,,,,,0.01,,,0.0,70.0
GP005,Presto pressure-cooked milkfish dish,KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,45.3,296,17.1,20.3,11.3,0.0,6.0,1422.0,659.0,1.9,,,,,6.0,0.0,400.0,0.14,,,69.0,100.0
GP006,Grilled baung catfish,KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,69.8,144,17.8,5.8,5.2,,1.4,18.0,169.0,0.0,168.0,236.0,0.1,0.7,,,,0.0,0.0,1.3,,
GP007,Grilled clown featherback fish,KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,68.2,128,18.0,3.0,7.2,0.0,3.6,58.0,134.0,0.0,293.0,198.0,0.1,0.4,,0.0,,1.8,0.17,1.5,,
GP008,"Smoked skipjack tuna, raw",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,56.9,204,34.2,5.6,1.9,,1.4,14.0,399.0,1.3,176.0,588.0,0.3,0.7,1546.0,,,0.53,0.07,,,70.0
GP009,"Salted skipjack tuna, raw",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,41.7,198,36.5,2.2,5.5,0.0,14.1,236.0,346.0,3.7,4304.0,302.1,,,0.0,,0.0,0.06,,,0.0,70.0
GP010,"Peda salted fish, raw",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,71.3,81,11.4,1.9,3.8,0.0,11.6,743.0,174.0,22.6,,,,,15.0,,0.0,0.0,,,0.0,100.0
GP011,"Smoked snakehead fish, raw",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,26.4,261,38.1,2.3,21.9,0.0,11.3,2510.0,1840.0,2.9,320.0,410.0,0.4,0.8,114.0,,,0.1,0.1,14.5,,80.0
GP012,Dried snakehead fish,DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,24.0,268,58.0,4.0,0.0,0.0,14.0,15.0,100.0,0.1,,,,,30.0,,,0.1,,,0.0,80.0
GP013,Fried gete fish,KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,44.7,267,23.1,19.4,0.2,,12.6,2340.0,1240.0,0.8,590.0,440.0,0.1,1.9,,,,,,0.2,,
GP014,Dried shark,KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,23.1,298,46.3,3.6,20.2,,6.8,335.0,846.0,2.5,957.0,1457.0,0.5,2.0,661.0,,,0.84,0.11,22.5,,
GP015,Salted katombo fish,KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,44.7,162,31.7,2.8,0.3,0.0,15.5,279.0,609.0,4.6,4393.0,342.2,2.8,,0.0,,0.0,0.09,,,0.0,70.0
GP016,Dried bonito (ikan kayu),KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,23.1,302,70.7,1.9,0.4,0.0,3.9,313.0,22.0,4.1,345.0,1045.0,,1.8,,,,1.4,0.04,20.0,,
GP017,Grilled lais catfish,KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,69.4,147,17.5,6.5,5.4,,1.2,54.0,194.0,0.1,142.0,209.0,,0.5,,,,,,,,
GP018,"Salted lomak fish, raw",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,21.6,258,40.3,2.3,18.9,0.0,16.9,140.0,279.0,2.3,6227.0,485.1,2.3,,,,,0.1,0.3,6.0,,
GP019,Steamed carp in banana leaf (pepes ikan mas),KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,67,57.5,209,15.2,11.3,11.8,0.5,4.3,686.0,530.0,6.1,74.0,276.7,0.1,1.9,3.0,,315.0,0.13,0.1,2.4,0.0,100.0
GP021,Steamed tilapia in banana leaf (pepes mujair),KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,73.7,121,21.7,2.8,0.8,0.0,1.0,83.0,248.0,1.6,58.0,265.8,0.0,0.3,8.0,,6.0,0.0,0.1,1.9,0.0,100.0
GP022,"Tilapia jerky, raw",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,15.2,582,68.3,15.2,37.2,0.0,14.1,3258.0,1699.0,4.3,,,,,15.0,,20.0,0.27,,,0.0,100.0
GP023,Grilled climbing perch,KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,66.6,152,17.6,6.1,6.7,0.0,3.0,244.0,227.0,3.4,320.0,224.0,0.2,1.0,,,,,,,,
GP024,Grilled pangasius catfish,KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,70.3,144,17.5,6.3,4.3,,1.6,191.0,232.0,1.4,379.0,230.0,0.1,0.7,,,,,,,,
GP025,"Banjar peda salted fish, raw",DABM-1964,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,46.0,156,28.0,4.0,2.0,0.0,20.0,174.0,316.0,3.1,59.0,368.8,0.0,0.5,33.0,4.0,,0.1,0.1,4.7,,90.0
GP026,"Pepetek fish, raw",DABM-60/64,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,33.0,176,32.0,4.4,2.0,0.0,28.6,120.0,200.0,1.0,79.0,1.0,,,15.0,,,0.05,0.1,2.4,0.0,
GP027,"Banjar pindang (boiled salted fish), raw",DABM-60/64,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,59.0,157,28.0,4.2,1.8,0.0,7.0,50.0,100.0,1.0,,,,,45.0,,,0.1,,,0.0,
GP028,"Benggol pindang fish, raw",DABM-60/64,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,57.0,170,31.0,4.2,0.0,0.0,7.8,50.0,100.0,1.0,,,,,45.0,,,0.1,,,0.0,
GP029,"Pindang Indian scad fish, raw",DABM-60/64,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,60.0,153,30.0,2.8,0.0,0.0,7.2,60.0,200.0,3.0,,,,,61.0,,,0.07,,,0.0,
GP030,"Pindang bigeye scad fish, raw",DABM-60/64,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,60.0,142,27.0,3.0,0.0,0.0,10.0,60.0,200.0,3.0,,,,,61.0,,,0.07,,,0.0,
GP031,"Sale smoked fish, raw",BKP,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,8.5,534,40.2,39.3,4.9,2.0,7.1,199.0,1244.0,2.7,673.0,673.0,0.3,2.6,,410.0,0.0,0.02,0.5,0.0,0.0,100.0
GP032,"Sale smoked lais catfish, raw",KZGPI-1990,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,12.4,415,61.3,17.6,2.9,0.0,5.8,258.0,919.0,7.0,381.0,488.0,17.6,1.0,0.0,,0.0,0.03,0.1,17.3,0.0,
GP033,"Dried saluang fish, raw",KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,33.6,284,34.1,9.9,14.6,0.0,7.8,1426.0,1103.0,9.5,1767.0,263.0,1.3,18.7,,,,0.49,0.03,,,
GP034,Sanggang spiced fish dish,KZGMI-2001,"4.7. IKAN, KERANG, UDANG DAN HASIL OLAHANNYA",composite,68,42.6,240,21.7,7.7,20.7,,7.3,159.0,362.0,9.8,2041.0,159.0,1.5,8.8,,,,0.51,0.02,,,
